depth	min95%	max95%	best	accrate
417	8366	8617	8489	23.1
418	8389	8640	8512	23.1
419	8413	8662	8535	23.1
420	8437	8685	8558	23.1
421	8461	8708	8581	23.1
422	8485	8730	8604	23.1
423	8508	8753	8627	23.1
424	8532	8776	8650	23.1
425	8556	8799	8673	23.1
426	8579	8821	8696	23.1
427	8603	8844	8720	23.1
428	8627	8867	8743	23.1
429	8650	8889	8766	23.1
430	8673	8912	8789	23.1
431	8696	8935	8812	23.1
432	8718	8958	8835	23.1
433	8741	8981	8858	23.1
434	8764	9004	8881	23.1
435	8787	9027	8904	23.1
436	8809	9050	8928	23.1
437	8832	9072	8951	23.1
438	8856	9095	8974	23.1
439	8879	9118	8997	23.1
440	8902	9141	9020	23.1
441	8926	9164	9043	23.1
442	8950	9187	9066	23.1
443	8972	9210	9089	23.1
444	8995	9233	9112	23.1
445	9018	9255	9135	23.1
446	9041	9278	9159	23.1
447	9064	9301	9182	23.1
448	9087	9324	9205	23.1
449	9111	9347	9228	23.1
450	9133	9370	9251	23.1
451	9156	9393	9274	23.1
452	9179	9416	9297	23.1
453	9202	9439	9320	23.1
454	9225	9462	9343	23.1
455	9248	9485	9366	23.1
456	9272	9508	9390	23.1
457	9295	9532	9413	23.1
458	9318	9555	9436	23.11
459	9342	9578	9459	23.11
460	9365	9601	9482	23.11
461	9387	9624	9505	23.11
462	9409	9647	9528	23.11
463	9432	9670	9551	23.11
464	9454	9694	9574	23.11
465	9477	9717	9598	23.11
466	9500	9741	9621	23.11
467	9522	9763	9644	23.11
468	9544	9786	9667	23.11
469	9566	9810	9690	23.11
470	9589	9833	9713	23.11
471	9611	9856	9736	23.11
472	9634	9879	9759	23.11
473	9657	9901	9782	23.11
474	9680	9924	9805	23.11
475	9702	9948	9829	23.11
476	9725	9971	9852	23.11
477	9748	9995	9875	23.11
478	9770	10019	9898	23.11
479	9793	10043	9921	23.11
480	9816	10066	9944	23.11
481	9839	10089	9967	23.11
482	9862	10113	9990	23.11
483	9885	10136	10013	23.11
484	9907	10159	10037	23.11
485	9930	10183	10060	23.11
486	9953	10206	10083	23.11
487	9976	10230	10106	23.11
488	9998	10254	10129	23.11
